Complaint_ID,City,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MMR-12044,Mumbai,Goregaon,Drainage,32,457987,Sunny,2026-03-05 05:44:14,98,Low
MMR-8864,Mumbai,Borivali,Garbage,47,587321,Rainy,2026-03-05 05:49:12,175,Low
MMR-8904,Navi Mumbai,Ghansoli,Water,11,208561,Rainy,2026-03-05 05:54:20,16,Low
MMR-7357,Navi Mumbai,Kharghar,Water,13,306084,Sunny,2026-03-05 06:00:12,18,Low
MMR-18623,Navi Mumbai,Panvel,Garbage,26,410482,Sunny,2026-03-05 06:01:53,20,Low
MMR-17597,Mumbai,Mulund,Water,46,392475,Cloudy,2026-03-05 06:02:13,63,Low
MMR-5517,Mumbai,Versova,Garbage,17,167630,Sunny,2026-03-05 06:05:17,22,Medium
MMR-7852,Navi Mumbai,Dronagiri,Drainage,8,112951,Sunny,2026-03-05 06:10:00,11,Low
MMR-11692,Navi Mumbai,Turbhe,Drainage,15,169232,Sunny,2026-03-05 06:10:57,83,Low
MMR-16686,Navi Mumbai,Juinagar,Water,28,159246,Rainy,2026-03-05 06:11:40,37,Low
MMR-10508,Mumbai,Dadar,Water,40,492288,Cloudy,2026-03-05 06:11:56,39,Medium
MMR-5166,Navi Mumbai,Pushpak Nagar,Water,9,128409,Rainy,2026-03-05 06:12:14,179,Medium
MMR-1933,Mumbai,Colaba,Roads,12,176937,Rainy,2026-03-05 06:12:15,18,Low
MMR-20340,Navi Mumbai,Kalamboli,Garbage,15,203226,Sunny,2026-03-05 06:14:49,8,Medium
MMR-15126,Navi Mumbai,Belapur,Drainage,6,241130,Sunny,2026-03-05 06:16:33,8,Medium
MMR-12291,Mumbai,Chembur,Drainage,44,397687,Cloudy,2026-03-05 06:17:40,74,High
MMR-8131,Navi Mumbai,Vashi,Water,20,323572,Rainy,2026-03-05 06:17:59,23,Low
MMR-18669,Mumbai,Powai,Water,76,296449,Rainy,2026-03-05 06:23:00,57,Low
MMR-14453,Navi Mumbai,Taloja,Roads,12,179219,Sunny,2026-03-05 06:23:07,156,High
MMR-1996,Mumbai,Worli,Roads,22,248231,Rainy,2026-03-05 06:24:48,31,Low
MMR-14444,Navi Mumbai,Belapur,Drainage,24,252711,Rainy,2026-03-05 06:26:36,177,Low
MMR-12545,Navi Mumbai,New Panvel,Garbage,8,233075,Sunny,2026-03-05 06:26:47,13,Medium
MMR-16196,Mumbai,Malad,Water,54,511607,Cloudy,2026-03-05 06:28:56,187,High
MMR-8739,Mumbai,Ghatkopar,Roads,36,442166,Sunny,2026-03-05 06:41:24,30,High
MMR-11407,Navi Mumbai,Airoli,Garbage,20,217756,Sunny,2026-03-05 06:42:55,81,Medium
MMR-16803,Mumbai,Andheri,Drainage,100,895857,Rainy,2026-03-05 06:45:23,75,Low
MMR-11168,Mumbai,Chembur,Water,19,368174,Sunny,2026-03-05 06:45:41,31,Medium
MMR-6268,Navi Mumbai,Ghansoli,Drainage,6,209937,Cloudy,2026-03-05 06:46:13,5,Low
MMR-3561,Mumbai,Goregaon,Water,37,516383,Cloudy,2026-03-05 06:49:03,30,Medium
MMR-19694,Mumbai,Dadar,Roads,41,537551,Sunny,2026-03-05 06:49:51,40,Low
MMR-17406,Navi Mumbai,Ghansoli,Water,14,197063,Sunny,2026-03-05 06:53:21,75,Low
MMR-17470,Navi Mumbai,Taloja,Garbage,56,174641,Cloudy,2026-03-05 06:53:48,149,Low
MMR-5700,Navi Mumbai,Seawoods,Drainage,97,203228,Cloudy,2026-03-05 06:55:41,130,Low
MMR-2018,Mumbai,Thane,Roads,37,688738,Cloudy,2026-03-05 06:56:24,88,Medium
MMR-8439,Navi Mumbai,Seawoods,Garbage,28,191798,Sunny,2026-03-05 06:59:49,19,Low
MMR-4803,Mumbai,Bhayander,Water,43,510368,Sunny,2026-03-05 07:04:39,41,Low
MMR-13054,Navi Mumbai,Sanpada,Water,12,175710,Sunny,2026-03-05 07:09:00,16,Medium
MMR-8016,Mumbai,Matunga,Drainage,41,263980,Rainy,2026-03-05 07:11:26,127,Low
MMR-15113,Mumbai,Santacruz,Water,27,296575,Rainy,2026-03-05 07:17:50,47,High
MMR-2369,Mumbai,Bandra,Drainage,13,329596,Sunny,2026-03-05 07:19:57,23,Low
MMR-15807,Mumbai,Thane,Roads,92,714453,Cloudy,2026-03-05 07:21:54,56,High
MMR-1599,Mumbai,Versova,Water,8,180430,Sunny,2026-03-05 07:24:05,11,Low
MMR-9841,Mumbai,Versova,Garbage,18,177062,Sunny,2026-03-05 07:28:48,12,Medium
MMR-5454,Mumbai,Colaba,Water,85,192053,Rainy,2026-03-05 07:30:58,48,Low
MMR-8457,Mumbai,Vikhroli,Roads,3,320186,Rainy,2026-03-05 07:31:44,19,Low
MMR-5335,Mumbai,Vile Parle,Water,11,335912,Rainy,2026-03-05 07:39:24,193,Low
MMR-20933,Mumbai,Goregaon,Garbage,51,504161,Sunny,2026-03-05 07:41:06,106,Medium
MMR-10274,Navi Mumbai,Juinagar,Roads,5,152355,Rainy,2026-03-05 07:43:23,190,Medium
MMR-16120,Mumbai,Vikhroli,Water,42,330840,Sunny,2026-03-05 07:43:30,60,Medium
MMR-20296,Mumbai,Fort,Water,17,147284,Sunny,2026-03-05 07:45:45,21,Medium
MMR-13758,Mumbai,Dharavi,Garbage,90,727995,Cloudy,2026-03-05 07:47:31,97,Low
MMR-10516,Navi Mumbai,Belapur,Garbage,17,266366,Sunny,2026-03-05 07:47:55,167,Low
MMR-9221,Mumbai,Vile Parle,Garbage,36,327770,Sunny,2026-03-05 07:54:25,27,High
MMR-16445,Mumbai,Wadala,Roads,21,262949,Sunny,2026-03-05 07:56:41,15,Low
MMR-16232,Mumbai,Vile Parle,Water,29,319036,Sunny,2026-03-05 07:59:59,148,High
MMR-17652,Navi Mumbai,Juinagar,Water,7,158966,Sunny,2026-03-05 08:00:57,154,Low
MMR-9844,Navi Mumbai,Pushpak Nagar,Water,32,120734,Sunny,2026-03-05 08:01:19,41,Medium
MMR-14329,Mumbai,Ghatkopar,Water,78,435175,Cloudy,2026-03-05 08:04:27,68,Medium
MMR-14897,Mumbai,Ghatkopar,Water,88,475134,Rainy,2026-03-05 08:06:07,152,High
MMR-15245,Navi Mumbai,Taloja,Drainage,13,166811,Rainy,2026-03-05 08:06:52,7,Low
MMR-6350,Navi Mumbai,Seawoods,Drainage,13,181919,Sunny,2026-03-05 08:07:38,21,Medium
MMR-13821,Navi Mumbai,Vashi,Garbage,76,326084,Sunny,2026-03-05 08:08:01,120,High
MMR-7667,Navi Mumbai,Belapur,Water,6,263767,Rainy,2026-03-05 08:11:01,12,Medium
MMR-7040,Navi Mumbai,Pushpak Nagar,Drainage,98,125202,Cloudy,2026-03-05 08:11:35,52,Low
MMR-16325,Mumbai,Borivali,Water,63,602563,Sunny,2026-03-05 08:17:35,62,Medium
MMR-16384,Mumbai,Jogeshwari,Drainage,43,430512,Sunny,2026-03-05 08:17:45,13,High
MMR-13558,Mumbai,Kandivali,Garbage,5,652353,Rainy,2026-03-05 08:24:13,176,Medium
MMR-15236,Mumbai,Bhayander,Roads,70,529001,Cloudy,2026-03-05 08:25:07,112,Low
MMR-14307,Navi Mumbai,Belapur,Water,15,267351,Sunny,2026-03-05 08:25:17,26,Low
MMR-8548,Mumbai,Malad,Water,100,580575,Sunny,2026-03-05 08:25:42,81,High
MMR-2819,Navi Mumbai,Panvel,Garbage,80,414798,Cloudy,2026-03-05 08:28:50,93,Low
MMR-2230,Navi Mumbai,Ulwe,Drainage,1,137383,Sunny,2026-03-05 08:34:06,1,High
MMR-1930,Mumbai,Santacruz,Water,9,282840,Sunny,2026-03-05 08:35:18,15,Medium
MMR-6755,Navi Mumbai,Seawoods,Roads,59,204341,Sunny,2026-03-05 08:41:45,44,Low
MMR-7665,Navi Mumbai,Kalamboli,Water,15,192329,Cloudy,2026-03-05 08:41:49,37,High
MMR-14086,Mumbai,Matunga,Garbage,68,249343,Rainy,2026-03-05 08:43:30,58,Medium
MMR-7622,Mumbai,Borivali,Water,43,609519,Sunny,2026-03-05 08:45:40,38,High
MMR-19626,Mumbai,Vikhroli,Drainage,86,295910,Sunny,2026-03-05 08:46:29,115,Medium
MMR-4942,Mumbai,Dharavi,Water,38,694492,Sunny,2026-03-05 08:46:31,66,Medium
MMR-5660,Mumbai,Parel,Roads,88,267008,Sunny,2026-03-05 08:50:50,130,Low
MMR-16483,Navi Mumbai,Seawoods,Water,10,191341,Sunny,2026-03-05 08:52:23,162,High
MMR-3310,Navi Mumbai,Panvel,Water,12,391149,Cloudy,2026-03-05 08:53:25,16,Low
MMR-12324,Mumbai,Bandra,Drainage,30,313810,Rainy,2026-03-05 08:53:31,128,Low
MMR-19304,Mumbai,Jogeshwari,Water,26,417060,Cloudy,2026-03-05 08:53:56,40,Low
MMR-17881,Navi Mumbai,Kharghar,Drainage,17,300577,Sunny,2026-03-05 08:55:25,18,Low
MMR-5172,Mumbai,Chembur,Roads,19,403314,Rainy,2026-03-05 08:55:27,25,High
MMR-16771,Mumbai,Vikhroli,Water,94,331388,Cloudy,2026-03-05 08:59:41,72,High
MMR-10063,Mumbai,Malad,Garbage,14,557542,Cloudy,2026-03-05 09:00:51,152,Low
MMR-3737,Navi Mumbai,Dronagiri,Roads,42,110293,Rainy,2026-03-05 09:01:30,44,Medium
MMR-19563,Navi Mumbai,Seawoods,Water,9,180933,Sunny,2026-03-05 09:03:50,114,Low
MMR-19589,Mumbai,Chembur,Drainage,34,381556,Rainy,2026-03-05 09:06:44,28,Medium
MMR-8456,Navi Mumbai,Turbhe,Drainage,2,186453,Cloudy,2026-03-05 09:07:28,2,Medium
MMR-6812,Mumbai,Powai,Roads,16,301192,Rainy,2026-03-05 09:08:05,25,High
MMR-2461,Mumbai,Bandra,Water,48,314888,Sunny,2026-03-05 09:09:34,48,Medium
MMR-7472,Mumbai,Goregaon,Roads,34,459646,Sunny,2026-03-05 09:14:46,199,Low
MMR-1312,Mumbai,Hiranandani,Garbage,29,156609,Sunny,2026-03-05 09:17:11,29,Low
MMR-1585,Mumbai,Mulund,Roads,98,344453,Rainy,2026-03-05 09:17:45,115,Medium
MMR-11259,Navi Mumbai,Sanpada,Water,7,176967,Rainy,2026-03-05 09:21:44,5,Low
MMR-9184,Mumbai,Ghatkopar,Drainage,100,423207,Rainy,2026-03-05 09:25:24,168,Low
MMR-2989,Navi Mumbai,Taloja,Garbage,15,165641,Sunny,2026-03-05 09:25:52,6,Low
MMR-2136,Navi Mumbai,Kharghar,Drainage,26,312450,Rainy,2026-03-05 09:27:27,19,Medium
MMR-14872,Mumbai,Ghatkopar,Drainage,69,466850,Sunny,2026-03-05 09:30:34,45,Low
MMR-17089,Mumbai,Lower Parel,Roads,22,195142,Sunny,2026-03-05 09:34:19,189,Low
MMR-16193,Mumbai,Bhayander,Drainage,63,526106,Rainy,2026-03-05 09:42:46,189,High
MMR-2326,Navi Mumbai,Panvel,Drainage,27,440331,Sunny,2026-03-05 09:50:10,166,Low
MMR-20471,Navi Mumbai,Kamothe,Drainage,22,237793,Sunny,2026-03-05 09:52:00,44,Low
MMR-3800,Mumbai,Powai,Water,51,304691,Sunny,2026-03-05 09:54:22,116,Low
MMR-11647,Navi Mumbai,Vashi,Drainage,86,305540,Cloudy,2026-03-05 09:56:50,44,High
MMR-5945,Mumbai,Colaba,Roads,12,173531,Rainy,2026-03-05 09:58:15,18,Medium
MMR-4950,Mumbai,Wadala,Drainage,25,275264,Cloudy,2026-03-05 09:58:37,194,Low
MMR-11798,Navi Mumbai,Nerul,Garbage,89,291415,Cloudy,2026-03-05 10:00:43,67,High
MMR-6119,Mumbai,Colaba,Roads,13,186938,Sunny,2026-03-05 10:00:58,18,Medium
MMR-16645,Mumbai,Fort,Drainage,99,147031,Sunny,2026-03-05 10:01:08,146,Medium
MMR-14362,Mumbai,Dadar,Roads,12,462925,Sunny,2026-03-05 10:01:52,9,Medium
MMR-10964,Mumbai,Versova,Drainage,4,168243,Cloudy,2026-03-05 10:06:31,6,Low
MMR-19024,Navi Mumbai,Vashi,Drainage,41,287323,Rainy,2026-03-05 10:07:30,39,High
MMR-9752,Mumbai,CST,Roads,63,123395,Sunny,2026-03-05 10:08:24,81,Medium
MMR-10222,Navi Mumbai,Belapur,Roads,64,260887,Cloudy,2026-03-05 10:08:58,46,High
MMR-9990,Navi Mumbai,Ulwe,Roads,6,150631,Sunny,2026-03-05 10:09:33,7,High
MMR-1675,Navi Mumbai,Pushpak Nagar,Water,8,121090,Cloudy,2026-03-05 10:09:35,4,Low
MMR-7412,Navi Mumbai,Juinagar,Drainage,22,155081,Rainy,2026-03-05 10:10:19,14,Medium
MMR-4021,Navi Mumbai,Turbhe,Roads,74,192319,Cloudy,2026-03-05 10:13:08,170,High
MMR-15289,Navi Mumbai,Sanpada,Water,68,174156,Sunny,2026-03-05 10:13:49,137,High
MMR-14524,Mumbai,Mulund,Water,51,341916,Sunny,2026-03-05 10:14:39,61,Medium
MMR-12468,Navi Mumbai,Sanpada,Roads,92,176004,Rainy,2026-03-05 10:16:59,98,High
MMR-2112,Mumbai,Santacruz,Roads,11,309401,Cloudy,2026-03-05 10:30:55,164,Low
MMR-1468,Navi Mumbai,Kopar Khairane,Garbage,17,228522,Sunny,2026-03-05 10:33:53,120,Medium
MMR-4961,Mumbai,Thane,Roads,56,713505,Sunny,2026-03-05 10:36:34,98,Medium
MMR-8281,Navi Mumbai,Sanpada,Garbage,79,172545,Cloudy,2026-03-05 10:36:48,51,High
MMR-16940,Mumbai,Dadar,Garbage,29,534122,Cloudy,2026-03-05 10:37:48,15,High
MMR-16759,Navi Mumbai,Roadpali,Drainage,40,120177,Cloudy,2026-03-05 10:40:04,31,Medium
MMR-19388,Navi Mumbai,Seawoods,Roads,17,190860,Rainy,2026-03-05 10:41:43,22,Low
MMR-15049,Navi Mumbai,Vashi,Garbage,23,319606,Sunny,2026-03-05 10:43:33,39,Medium
MMR-13761,Mumbai,Parel,Roads,63,296085,Sunny,2026-03-05 10:46:58,87,Low
MMR-19403,Mumbai,Ghatkopar,Roads,35,445699,Cloudy,2026-03-05 10:49:43,0,Low
MMR-19112,Mumbai,Mulund,Roads,50,343502,Cloudy,2026-03-05 10:50:13,69,Low
MMR-3534,Mumbai,Bandra,Drainage,21,299008,Cloudy,2026-03-05 10:50:55,11,High
MMR-20553,Navi Mumbai,Sanpada,Drainage,8,181317,Cloudy,2026-03-05 10:52:50,29,Low
MMR-1379,Mumbai,Thane,Garbage,100,714945,Cloudy,2026-03-05 10:55:41,142,Medium
MMR-17585,Navi Mumbai,Airoli,Roads,18,228295,Sunny,2026-03-05 10:56:42,11,Low
MMR-10241,Navi Mumbai,Kharghar,Garbage,8,313786,Sunny,2026-03-05 10:58:02,66,Medium
MMR-16711,Mumbai,Wadala,Water,22,258661,Rainy,2026-03-05 11:00:00,174,High
MMR-3605,Mumbai,Chembur,Roads,27,392843,Rainy,2026-03-05 11:01:23,61,Medium
MMR-19432,Mumbai,Wadala,Drainage,23,282825,Sunny,2026-03-05 11:02:38,36,High
MMR-12623,Mumbai,Kurla,Roads,32,455168,Sunny,2026-03-05 11:05:43,61,Medium
MMR-6606,Navi Mumbai,Nerul,Water,29,292175,Rainy,2026-03-05 11:06:53,154,Low
MMR-17689,Mumbai,Powai,Drainage,2,307984,Sunny,2026-03-05 11:10:21,1,Medium
MMR-10670,Mumbai,Dharavi,Garbage,27,715208,Sunny,2026-03-05 11:10:56,177,Low
MMR-6367,Mumbai,Vikhroli,Water,23,303012,Cloudy,2026-03-05 11:13:24,23,Low
MMR-7382,Navi Mumbai,Dronagiri,Garbage,36,102587,Sunny,2026-03-05 11:15:39,188,High
MMR-6396,Mumbai,Churchgate,Garbage,10,119168,Sunny,2026-03-05 11:20:47,176,Medium
MMR-10057,Mumbai,Malad,Roads,95,513536,Rainy,2026-03-05 11:21:21,5,Medium
MMR-2071,Navi Mumbai,Juinagar,Water,12,159322,Cloudy,2026-03-05 11:22:17,8,Medium
MMR-17666,Navi Mumbai,Taloja,Drainage,19,187626,Cloudy,2026-03-05 11:26:46,175,Low
MMR-17380,Mumbai,Thane,Water,14,659571,Cloudy,2026-03-05 11:29:52,76,Low
MMR-7556,Mumbai,Malad,Roads,21,555099,Sunny,2026-03-05 11:30:13,14,Low
MMR-7879,Navi Mumbai,Sanpada,Garbage,99,162572,Cloudy,2026-03-05 11:37:05,136,High
MMR-9062,Mumbai,Bandra,Drainage,31,333766,Sunny,2026-03-05 11:37:11,40,Medium
MMR-7748,Navi Mumbai,Dronagiri,Garbage,6,108567,Cloudy,2026-03-05 11:37:53,88,Low
MMR-5633,Mumbai,Dharavi,Roads,89,673050,Cloudy,2026-03-05 11:39:02,70,High
MMR-9170,Mumbai,Parel,Garbage,29,280495,Sunny,2026-03-05 11:40:32,23,Low
MMR-4606,Navi Mumbai,Seawoods,Water,5,188694,Cloudy,2026-03-05 11:41:43,170,Medium
MMR-16511,Mumbai,Mulund,Water,31,355868,Rainy,2026-03-05 11:42:32,18,Low
MMR-9476,Mumbai,Sion,Drainage,35,326373,Sunny,2026-03-05 11:42:52,43,Medium
MMR-20086,Navi Mumbai,Ghansoli,Drainage,13,207902,Sunny,2026-03-05 11:44:32,187,Low
MMR-9767,Mumbai,Dadar,Water,41,518744,Cloudy,2026-03-05 11:48:13,124,Medium
MMR-20935,Navi Mumbai,Airoli,Water,11,236958,Sunny,2026-03-05 11:49:30,14,Medium
MMR-16874,Mumbai,Powai,Garbage,27,332489,Rainy,2026-03-05 11:50:24,39,High
MMR-6461,Navi Mumbai,Roadpali,Drainage,47,129078,Cloudy,2026-03-05 11:51:25,82,Low
MMR-14202,Mumbai,Fort,Drainage,4,155741,Sunny,2026-03-05 11:57:04,175,Medium
MMR-14883,Mumbai,Thane,Water,61,686828,Sunny,2026-03-05 11:58:04,94,High
MMR-4172,Navi Mumbai,Kamothe,Water,8,208186,Sunny,2026-03-05 11:59:04,9,Medium
MMR-2611,Mumbai,CST,Garbage,63,130701,Sunny,2026-03-05 12:03:27,126,Medium
MMR-5688,Navi Mumbai,Ghansoli,Drainage,10,190632,Sunny,2026-03-05 12:08:20,9,Low
MMR-7461,Navi Mumbai,Dronagiri,Garbage,8,105108,Rainy,2026-03-05 12:09:56,12,Low
MMR-6861,Mumbai,Vikhroli,Garbage,76,305338,Sunny,2026-03-05 12:10:36,124,High
MMR-18642,Mumbai,Juhu,Roads,89,191044,Sunny,2026-03-05 12:11:12,25,High
MMR-15814,Navi Mumbai,Belapur,Garbage,7,249909,Rainy,2026-03-05 12:12:48,85,High
MMR-8859,Mumbai,Mulund,Drainage,44,377240,Sunny,2026-03-05 12:15:08,53,High
MMR-16871,Mumbai,Bhayander,Drainage,74,506819,Sunny,2026-03-05 12:20:38,27,Low
MMR-8978,Mumbai,Sion,Garbage,97,354066,Cloudy,2026-03-05 12:20:46,33,High
MMR-4198,Mumbai,Mulund,Roads,65,346510,Sunny,2026-03-05 12:22:05,160,Medium
MMR-16839,Mumbai,Colaba,Water,27,166750,Sunny,2026-03-05 12:22:14,46,Low
MMR-5998,Mumbai,Parel,Water,27,275253,Sunny,2026-03-05 12:25:41,27,Low
MMR-15649,Navi Mumbai,Kalamboli,Garbage,40,207252,Cloudy,2026-03-05 12:25:50,32,High
MMR-20699,Navi Mumbai,Seawoods,Water,7,176669,Cloudy,2026-03-05 12:29:38,11,Low
MMR-19618,Mumbai,CST,Roads,44,139607,Sunny,2026-03-05 12:35:42,68,Medium
MMR-10138,Navi Mumbai,Kopar Khairane,Garbage,19,218520,Sunny,2026-03-05 12:36:17,18,Low
MMR-20158,Navi Mumbai,Airoli,Roads,98,225006,Cloudy,2026-03-05 12:36:47,96,High
MMR-6242,Mumbai,Jogeshwari,Roads,23,441153,Cloudy,2026-03-05 12:40:40,159,Low
MMR-19907,Mumbai,Mulund,Garbage,30,364280,Sunny,2026-03-05 12:41:07,28,High
MMR-11067,Navi Mumbai,Ulwe,Roads,6,144963,Sunny,2026-03-05 12:48:23,111,Low
MMR-3845,Mumbai,Churchgate,Water,50,125428,Cloudy,2026-03-05 12:51:13,136,Low
MMR-17246,Mumbai,Dharavi,Roads,61,725430,Rainy,2026-03-05 12:52:38,159,High
MMR-20236,Mumbai,Worli,Drainage,81,220408,Cloudy,2026-03-05 12:54:32,55,Medium
MMR-15974,Navi Mumbai,Seawoods,Garbage,8,203515,Sunny,2026-03-05 12:55:58,7,Medium
MMR-14491,Mumbai,Ghatkopar,Roads,28,435357,Sunny,2026-03-05 12:57:21,14,Low
MMR-10338,Mumbai,Parel,Water,27,297442,Rainy,2026-03-05 12:57:45,38,High
MMR-10534,Mumbai,Sion,Drainage,19,343258,Sunny,2026-03-05 12:59:41,181,High
MMR-12894,Mumbai,Wadala,Garbage,40,267427,Sunny,2026-03-05 13:00:13,43,Low
MMR-2924,Navi Mumbai,Dronagiri,Garbage,5,117522,Rainy,2026-03-05 13:01:44,114,High
MMR-3886,Mumbai,Hiranandani,Water,10,154880,Sunny,2026-03-05 13:04:04,103,High
MMR-11347,Mumbai,Parel,Garbage,16,279340,Sunny,2026-03-05 13:04:59,121,Low
MMR-13872,Navi Mumbai,Sanpada,Garbage,9,171660,Sunny,2026-03-05 13:05:47,13,Medium
MMR-15188,Navi Mumbai,Belapur,Water,18,241574,Cloudy,2026-03-05 13:08:25,134,Low
MMR-6891,Mumbai,Fort,Roads,40,140464,Sunny,2026-03-05 13:09:51,24,Medium
MMR-9947,Mumbai,Fort,Water,3,154027,Cloudy,2026-03-05 13:12:00,1,Medium
MMR-10998,Navi Mumbai,Ulwe,Water,8,134435,Cloudy,2026-03-05 13:12:32,131,Low
MMR-14804,Navi Mumbai,Sanpada,Garbage,97,159742,Sunny,2026-03-05 13:14:57,193,Low
MMR-3984,Mumbai,Andheri,Roads,59,913197,Sunny,2026-03-05 13:16:00,112,Medium
MMR-18531,Mumbai,Goregaon,Roads,93,452770,Sunny,2026-03-05 13:17:07,87,High
MMR-11085,Navi Mumbai,Ghansoli,Roads,8,191693,Sunny,2026-03-05 13:18:07,112,Medium
MMR-11585,Mumbai,Sion,Garbage,20,326202,Cloudy,2026-03-05 13:18:13,168,High
MMR-1248,Mumbai,Matunga,Water,27,275268,Sunny,2026-03-05 13:24:24,48,Low
MMR-4771,Navi Mumbai,Kharghar,Roads,23,322014,Rainy,2026-03-05 13:25:05,16,Medium
MMR-14991,Navi Mumbai,Vashi,Garbage,18,307929,Rainy,2026-03-05 13:25:08,112,Low
MMR-14933,Mumbai,Chembur,Drainage,37,386188,Sunny,2026-03-05 13:25:18,101,High
MMR-20493,Navi Mumbai,Belapur,Drainage,96,239705,Sunny,2026-03-05 13:25:35,194,High
MMR-13692,Navi Mumbai,Sanpada,Water,63,173430,Sunny,2026-03-05 13:26:10,168,Medium
MMR-12429,Mumbai,Fort,Drainage,10,152278,Cloudy,2026-03-05 13:26:34,70,Low
MMR-18941,Mumbai,Goregaon,Roads,49,501427,Sunny,2026-03-05 13:27:43,77,Medium
MMR-2232,Navi Mumbai,Taloja,Roads,59,177446,Cloudy,2026-03-05 13:31:34,55,High
MMR-9973,Mumbai,Colaba,Roads,13,186619,Sunny,2026-03-05 13:32:35,139,Low
MMR-5832,Mumbai,Sion,Garbage,44,316639,Sunny,2026-03-05 13:32:51,131,Medium
MMR-2894,Navi Mumbai,Sanpada,Water,13,180191,Sunny,2026-03-05 13:33:17,165,Medium
MMR-2532,Mumbai,Jogeshwari,Drainage,38,420306,Cloudy,2026-03-05 13:34:46,57,Low
MMR-19441,Mumbai,Ghatkopar,Water,57,427226,Sunny,2026-03-05 13:35:12,36,Low
MMR-12632,Navi Mumbai,Ghansoli,Garbage,15,206270,Sunny,2026-03-05 13:35:56,95,Medium
MMR-19433,Navi Mumbai,Belapur,Garbage,26,262326,Rainy,2026-03-05 13:36:41,130,Low
MMR-19571,Mumbai,Dadar,Roads,12,478220,Cloudy,2026-03-05 13:36:50,6,Low
MMR-7572,Navi Mumbai,Kharghar,Roads,10,313549,Sunny,2026-03-05 13:36:54,5,Low
MMR-16419,Mumbai,Matunga,Water,23,240670,Cloudy,2026-03-05 13:39:23,12,Medium
MMR-20458,Navi Mumbai,Dronagiri,Roads,94,104795,Rainy,2026-03-05 13:42:45,76,High
MMR-3191,Mumbai,Matunga,Water,9,252078,Sunny,2026-03-05 13:43:20,13,Medium
MMR-3527,Mumbai,Malad,Drainage,64,545573,Sunny,2026-03-05 13:45:41,102,High
MMR-5694,Navi Mumbai,Ghansoli,Roads,11,184363,Rainy,2026-03-05 13:46:31,147,Low
MMR-16514,Mumbai,Versova,Water,14,183253,Sunny,2026-03-05 13:47:13,164,Low
MMR-15153,Navi Mumbai,Panvel,Water,25,398850,Rainy,2026-03-05 13:49:15,172,Medium
MMR-17033,Navi Mumbai,Vashi,Roads,9,301555,Rainy,2026-03-05 13:54:00,7,Low
MMR-7555,Navi Mumbai,Airoli,Water,4,239488,Cloudy,2026-03-05 13:56:28,5,Medium
MMR-3595,Mumbai,Bhayander,Water,43,547546,Sunny,2026-03-05 13:56:36,53,High
MMR-18554,Mumbai,Mulund,Garbage,42,376091,Cloudy,2026-03-05 13:58:53,73,Medium
MMR-6579,Mumbai,Thane,Roads,34,719318,Sunny,2026-03-05 13:59:07,50,Medium
MMR-12975,Mumbai,Thane,Water,76,723284,Cloudy,2026-03-05 13:59:14,161,Medium
MMR-17460,Mumbai,Goregaon,Drainage,100,481153,Cloudy,2026-03-05 14:02:45,172,Medium
MMR-13550,Mumbai,Chembur,Garbage,51,382717,Sunny,2026-03-05 14:05:50,141,High
MMR-6414,Navi Mumbai,Nerul,Drainage,24,279851,Sunny,2026-03-05 14:08:07,12,Medium
MMR-11952,Navi Mumbai,Airoli,Roads,13,243312,Sunny,2026-03-05 14:08:54,20,Medium
MMR-16647,Mumbai,Juhu,Roads,40,213455,Sunny,2026-03-05 14:09:24,31,High
MMR-18248,Mumbai,Ghatkopar,Drainage,25,491782,Cloudy,2026-03-05 14:11:27,32,Medium
MMR-4070,Navi Mumbai,Nerul,Drainage,94,262460,Rainy,2026-03-05 14:12:32,84,High
MMR-17200,Navi Mumbai,Seawoods,Garbage,14,189635,Sunny,2026-03-05 14:12:56,114,Low
MMR-20300,Mumbai,Goregaon,Roads,47,469148,Cloudy,2026-03-05 14:18:17,68,Low
MMR-11884,Navi Mumbai,Nerul,Drainage,10,265970,Cloudy,2026-03-05 14:18:42,17,High
MMR-8208,Navi Mumbai,Kamothe,Water,12,242081,Sunny,2026-03-05 14:19:55,14,High
MMR-2353,Navi Mumbai,Pushpak Nagar,Garbage,8,115675,Sunny,2026-03-05 14:21:20,14,Low
MMR-17198,Navi Mumbai,Panvel,Water,21,400264,Cloudy,2026-03-05 14:23:09,10,Low
MMR-11698,Navi Mumbai,Pushpak Nagar,Water,6,122685,Cloudy,2026-03-05 14:23:31,195,Medium
MMR-2214,Mumbai,Bhayander,Garbage,40,499230,Cloudy,2026-03-05 14:24:21,20,Low
MMR-6475,Mumbai,Fort,Water,18,143933,Sunny,2026-03-05 14:36:19,28,Medium
MMR-9585,Navi Mumbai,Panvel,Water,67,384293,Cloudy,2026-03-05 14:36:29,65,Medium
MMR-13871,Navi Mumbai,Juinagar,Garbage,3,163583,Sunny,2026-03-05 14:38:49,52,Low
MMR-11281,Mumbai,Juhu,Roads,17,200053,Sunny,2026-03-05 14:38:50,140,High
MMR-2366,Mumbai,Sion,Water,88,344304,Sunny,2026-03-05 14:41:14,100,Low
MMR-12396,Mumbai,Malad,Garbage,62,576719,Sunny,2026-03-05 14:42:59,98,Low
MMR-15759,Navi Mumbai,Juinagar,Roads,11,161643,Sunny,2026-03-05 14:44:18,36,Medium
