Complaint_ID,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MUM-7055,Matunga,Drainage,22,255058,Cloudy,2026-03-05 19:19:07,29,Low
MUM-8531,Bhayander,Drainage,28,521447,Sunny,2026-03-05 19:20:40,42,High
MUM-4051,Jogeshwari,Roads,11,405381,Sunny,2026-03-05 19:24:15,7,Medium
MUM-8899,Jogeshwari,Roads,23,405458,Rainy,2026-03-05 19:24:19,23,Medium
MUM-1696,Matunga,Roads,21,255858,Cloudy,2026-03-05 19:27:47,24,Medium
MUM-5583,Bandra,Water,40,322558,Rainy,2026-03-05 19:30:21,32,Medium
MUM-4132,Thane,Drainage,63,712839,Sunny,2026-03-05 19:37:34,71,High
MUM-9886,Wadala,Roads,10,273953,Cloudy,2026-03-05 19:39:02,10,Medium
MUM-6835,Vikhroli,Water,31,313835,Cloudy,2026-03-05 19:59:12,55,Medium
MUM-6280,Worli,Garbage,10,229382,Cloudy,2026-03-05 20:11:44,8,Medium
MUM-3825,Churchgate,Water,63,118110,Cloudy,2026-03-05 20:15:02,108,High
MUM-2447,Juhu,Drainage,2,198109,Sunny,2026-03-05 20:29:20,2,Medium
MUM-2065,Juhu,Water,16,194589,Sunny,2026-03-05 20:30:39,25,Low
MUM-8878,CST,Garbage,17,126851,Rainy,2026-03-05 20:31:48,8,Low
MUM-9577,CST,Garbage,11,131928,Cloudy,2026-03-05 20:40:02,6,Low
MUM-10886,Lower Parel,Water,24,215756,Sunny,2026-03-05 20:43:25,21,Low
MUM-7160,Hiranandani,Water,4,163815,Sunny,2026-03-05 20:43:28,5,Medium
MUM-9315,Ghatkopar,Water,25,457978,Sunny,2026-03-05 20:46:26,23,Medium
MUM-2452,Parel,Garbage,30,291617,Sunny,2026-03-05 21:03:44,49,Medium
MUM-4901,Andheri,Drainage,30,856462,Sunny,2026-03-05 21:06:45,40,High
MUM-4376,Dadar,Drainage,30,496107,Rainy,2026-03-05 21:07:55,19,Medium
MUM-9475,Kurla,Water,42,441630,Sunny,2026-03-05 21:12:17,39,High
MUM-9889,Sion,Roads,32,343817,Cloudy,2026-03-05 21:15:02,21,Medium
MUM-4831,Lower Parel,Water,96,215916,Cloudy,2026-03-05 21:29:17,52,High
MUM-10758,Worli,Garbage,22,229281,Sunny,2026-03-05 21:33:39,30,Medium
MUM-10520,CST,Drainage,55,129690,Sunny,2026-03-05 21:52:31,89,Medium
MUM-2539,Goregaon,Drainage,35,476060,Sunny,2026-03-05 21:56:06,39,Medium
MUM-3984,Andheri,Water,71,840978,Cloudy,2026-03-05 21:56:46,88,High
MUM-9365,Andheri,Drainage,100,826346,Rainy,2026-03-05 22:01:34,136,Medium
MUM-7469,Goregaon,Water,17,482390,Rainy,2026-03-05 22:03:42,22,Medium
MUM-3883,Worli,Roads,7,224151,Rainy,2026-03-05 22:07:55,6,Medium
MUM-4409,Santacruz,Water,24,292870,Cloudy,2026-03-05 22:16:48,16,Low
MUM-3764,Sion,Water,38,337760,Sunny,2026-03-05 22:18:28,46,Medium
MUM-8105,Worli,Water,89,230863,Rainy,2026-03-05 22:24:13,48,High
MUM-2842,Hiranandani,Drainage,14,156887,Sunny,2026-03-05 22:25:55,20,Low
MUM-1645,Ghatkopar,Drainage,22,467831,Cloudy,2026-03-05 22:30:17,11,Low
MUM-7538,CST,Garbage,7,133269,Sunny,2026-03-05 22:30:21,9,High
MUM-5545,Versova,Drainage,11,175974,Sunny,2026-03-05 22:33:10,9,Low
MUM-9893,Vile Parle,Water,16,334772,Rainy,2026-03-05 22:36:55,14,Low
MUM-1971,Parel,Water,58,297526,Cloudy,2026-03-05 22:37:27,35,Medium
MUM-3172,Parel,Roads,24,287940,Sunny,2026-03-05 22:38:11,30,Medium
MUM-5730,CST,Drainage,2,132996,Cloudy,2026-03-05 22:44:12,3,Low
MUM-8782,Santacruz,Roads,40,294417,Rainy,2026-03-05 22:46:38,59,Medium
MUM-6973,Goregaon,Water,26,488039,Sunny,2026-03-05 22:48:00,27,Low
MUM-3615,Malad,Roads,55,550801,Sunny,2026-03-05 22:48:42,32,High
MUM-2864,Malad,Roads,68,539574,Rainy,2026-03-05 22:49:24,112,High
MUM-3506,Borivali,Roads,68,590472,Cloudy,2026-03-05 22:50:29,39,High
MUM-1323,Dharavi,Garbage,62,720861,Sunny,2026-03-05 22:50:30,36,High
MUM-3604,Wadala,Garbage,26,285009,Sunny,2026-03-05 22:57:52,45,Low
MUM-3484,Kurla,Drainage,25,432402,Cloudy,2026-03-05 23:06:16,17,Low
MUM-10553,Vikhroli,Garbage,24,310562,Sunny,2026-03-05 23:07:17,39,Low
MUM-3099,Colaba,Garbage,18,179438,Sunny,2026-03-05 23:09:32,18,Low
MUM-8577,Wadala,Water,18,273728,Cloudy,2026-03-05 23:15:43,19,Medium
MUM-10510,Hiranandani,Water,15,164794,Cloudy,2026-03-05 23:17:25,22,Low
MUM-4974,Lower Parel,Roads,17,207854,Sunny,2026-03-05 23:20:10,28,Low
MUM-9251,Fort,Roads,8,149518,Sunny,2026-03-05 23:30:20,6,Low
MUM-10761,Chembur,Water,41,385388,Sunny,2026-03-05 23:31:22,23,Low
MUM-5636,Churchgate,Roads,11,119479,Sunny,2026-03-05 23:34:26,5,Low
MUM-8140,Chembur,Water,50,381372,Cloudy,2026-03-05 23:41:19,56,High
MUM-6046,Thane,Roads,61,701857,Sunny,2026-03-05 23:45:13,82,Medium
MUM-8371,Jogeshwari,Drainage,24,419322,Sunny,2026-03-05 23:46:34,15,Medium
MUM-8241,Mulund,Roads,23,379031,Sunny,2026-03-05 23:53:24,12,Medium
MUM-10320,Juhu,Roads,10,205393,Rainy,2026-03-05 23:55:04,9,Low
MUM-1058,Dharavi,Water,60,700684,Rainy,2026-03-05 23:55:27,86,High
MUM-2487,Goregaon,Water,39,476748,Cloudy,2026-03-05 23:56:55,47,Medium
MUM-2293,Powai,Roads,21,302035,Cloudy,2026-03-05 23:57:29,22,Low
MUM-4780,Bandra,Garbage,48,313338,Rainy,2026-03-06 00:00:01,61,High
MUM-5637,Hiranandani,Drainage,10,155747,Sunny,2026-03-06 00:01:56,87,Low
MUM-6080,Colaba,Water,18,174836,Cloudy,2026-03-06 00:15:46,17,Medium
MUM-4651,Hiranandani,Drainage,14,163793,Sunny,2026-03-06 00:16:32,14,Low
MUM-6854,Ghatkopar,Roads,41,456024,Cloudy,2026-03-06 00:17:23,22,Medium
MUM-7322,Sion,Garbage,33,335669,Cloudy,2026-03-06 00:21:29,22,Low
MUM-9978,Thane,Water,27,696150,Sunny,2026-03-06 00:22:57,16,Medium
MUM-3284,Wadala,Roads,30,273466,Sunny,2026-03-06 00:28:41,31,Low
MUM-7931,Dadar,Drainage,39,492991,Cloudy,2026-03-06 00:32:57,45,High
MUM-7314,Kandivali,Water,45,634299,Sunny,2026-03-06 00:34:54,67,High
MUM-7505,Lower Parel,Water,24,214526,Sunny,2026-03-06 00:39:39,30,High
MUM-7662,Thane,Drainage,74,692092,Sunny,2026-03-06 00:50:45,108,High
MUM-10304,Bandra,Roads,38,320627,Sunny,2026-03-06 00:53:26,48,Medium
MUM-4578,Parel,Drainage,13,282343,Cloudy,2026-03-06 00:53:58,15,Medium
MUM-1386,Mulund,Roads,31,379894,Sunny,2026-03-06 00:58:15,35,Low
MUM-6820,Wadala,Drainage,24,276128,Sunny,2026-03-06 00:59:50,29,Low
MUM-10564,Goregaon,Roads,63,478073,Rainy,2026-03-06 01:10:24,97,Low
MUM-1969,Kandivali,Roads,66,633096,Cloudy,2026-03-06 01:14:32,54,Medium
MUM-4955,Jogeshwari,Roads,35,411166,Sunny,2026-03-06 01:20:37,21,High
MUM-6444,Hiranandani,Garbage,7,156023,Sunny,2026-03-06 01:21:24,6,Medium
MUM-1160,Dharavi,Drainage,44,701024,Sunny,2026-03-06 01:30:32,66,Medium
MUM-7771,Juhu,Water,14,201522,Sunny,2026-03-06 01:40:52,14,Low
MUM-10468,Borivali,Garbage,24,607784,Cloudy,2026-03-06 01:44:11,30,Low
MUM-2534,Malad,Drainage,49,551286,Rainy,2026-03-06 01:49:05,49,High
MUM-3569,Hiranandani,Roads,1,159117,Sunny,2026-03-06 01:56:29,1,Medium
MUM-6776,Andheri,Garbage,75,858412,Sunny,2026-03-06 02:09:02,99,High
MUM-10869,Mulund,Garbage,24,372040,Sunny,2026-03-06 02:13:00,27,High
MUM-8252,Juhu,Roads,16,199065,Sunny,2026-03-06 02:14:19,186,Medium
MUM-8171,Parel,Garbage,23,288023,Sunny,2026-03-06 02:20:34,19,Low
MUM-10934,Lower Parel,Garbage,19,210687,Sunny,2026-03-06 02:24:20,17,Medium
MUM-2946,Colaba,Garbage,28,184920,Sunny,2026-03-06 02:26:51,23,Low
MUM-7060,Colaba,Drainage,21,178365,Sunny,2026-03-06 02:26:59,23,Low
MUM-6299,Kandivali,Garbage,71,616174,Sunny,2026-03-06 02:32:25,122,High
MUM-2210,Goregaon,Roads,50,480348,Cloudy,2026-03-06 02:36:46,46,Medium
MUM-8288,Andheri,Drainage,100,848675,Cloudy,2026-03-06 02:39:25,156,Medium
MUM-8572,Sion,Garbage,34,339681,Cloudy,2026-03-06 02:42:29,21,Medium
MUM-7199,Andheri,Water,100,826383,Cloudy,2026-03-06 02:50:20,141,Medium
MUM-1368,Powai,Garbage,71,302902,Rainy,2026-03-06 02:57:02,153,High
MUM-9904,Dharavi,Roads,47,699669,Cloudy,2026-03-06 02:57:16,36,Low
MUM-7590,Bhayander,Water,40,535450,Rainy,2026-03-06 02:58:49,54,High
MUM-4673,Lower Parel,Garbage,19,211130,Sunny,2026-03-06 03:01:30,16,High
MUM-2471,Mulund,Drainage,44,368422,Sunny,2026-03-06 03:02:58,34,Low
MUM-5628,Mulund,Water,12,359830,Sunny,2026-03-06 03:07:43,19,Low
MUM-10622,Dharavi,Drainage,79,704618,Sunny,2026-03-06 03:14:22,116,High
MUM-4627,Goregaon,Water,32,469830,Rainy,2026-03-06 03:17:22,29,Medium
MUM-9728,Parel,Drainage,19,290926,Sunny,2026-03-06 03:18:19,23,Low
MUM-6578,Juhu,Drainage,97,197666,Sunny,2026-03-06 03:18:44,114,Medium
MUM-9446,Wadala,Garbage,28,273884,Sunny,2026-03-06 03:20:17,38,Low
MUM-10225,Lower Parel,Water,8,211931,Cloudy,2026-03-06 03:23:22,41,Medium
MUM-6310,Matunga,Garbage,47,253165,Rainy,2026-03-06 03:31:14,74,Low
MUM-5683,Matunga,Roads,14,263782,Sunny,2026-03-06 03:35:17,16,Low
MUM-9396,Vile Parle,Drainage,56,322616,Rainy,2026-03-06 03:35:34,92,High
MUM-3400,Santacruz,Water,21,298508,Sunny,2026-03-06 03:41:36,35,High
MUM-8187,Andheri,Water,55,865905,Sunny,2026-03-06 03:46:15,27,Medium
MUM-6048,Matunga,Roads,22,254780,Sunny,2026-03-06 03:47:37,14,High
MUM-10219,Matunga,Roads,21,267274,Cloudy,2026-03-06 03:47:55,13,Medium
MUM-8947,CST,Garbage,10,127962,Sunny,2026-03-06 03:49:46,13,Low
MUM-8622,Borivali,Water,38,609184,Sunny,2026-03-06 03:57:23,26,Medium
MUM-4529,Churchgate,Roads,26,122502,Sunny,2026-03-06 04:00:44,30,Low
MUM-8416,Borivali,Garbage,70,613921,Rainy,2026-03-06 04:06:19,92,High
MUM-8552,Kandivali,Garbage,37,613007,Sunny,2026-03-06 04:07:43,32,Low
MUM-2933,Wadala,Roads,57,280023,Sunny,2026-03-06 04:09:21,29,Medium
MUM-3197,CST,Drainage,2,131772,Rainy,2026-03-06 04:11:34,3,Low
MUM-2060,Colaba,Drainage,8,179561,Cloudy,2026-03-06 04:13:09,13,Low
MUM-10392,Borivali,Water,62,606906,Sunny,2026-03-06 04:13:17,81,Medium
MUM-10323,Matunga,Roads,16,263797,Sunny,2026-03-06 04:15:00,21,Low
MUM-10868,Lower Parel,Water,23,206467,Cloudy,2026-03-06 04:15:04,36,Medium
MUM-1525,Malad,Roads,44,553087,Cloudy,2026-03-06 04:20:07,36,Medium
MUM-7380,Malad,Water,24,547474,Sunny,2026-03-06 04:23:12,32,Low
MUM-5345,Bandra,Drainage,19,311587,Sunny,2026-03-06 04:25:40,13,Low
MUM-9469,Colaba,Drainage,11,181816,Sunny,2026-03-06 04:29:48,9,Medium
MUM-10503,Parel,Garbage,26,298127,Sunny,2026-03-06 04:51:30,28,Medium
MUM-8608,Parel,Garbage,26,283119,Rainy,2026-03-06 04:58:26,19,Low
MUM-2482,Churchgate,Roads,9,116499,Sunny,2026-03-06 05:01:57,5,Low
MUM-9534,Borivali,Roads,59,607421,Cloudy,2026-03-06 05:02:08,105,Medium
MUM-10662,Vikhroli,Drainage,44,312940,Sunny,2026-03-06 05:02:12,48,High
MUM-9296,Juhu,Drainage,14,196603,Sunny,2026-03-06 05:05:17,10,Low
MUM-4555,Lower Parel,Drainage,19,213691,Sunny,2026-03-06 05:17:54,14,Low
MUM-5040,Dharavi,Garbage,48,696234,Sunny,2026-03-06 05:19:59,37,Medium
MUM-6690,Colaba,Roads,16,174696,Sunny,2026-03-06 05:32:55,12,Low
MUM-10651,Sion,Drainage,33,348870,Sunny,2026-03-06 05:40:32,22,High
MUM-1098,Juhu,Roads,14,204105,Sunny,2026-03-06 05:47:28,13,High
MUM-7220,Kandivali,Roads,63,617431,Cloudy,2026-03-06 05:57:21,90,High
MUM-2089,Colaba,Water,91,177495,Sunny,2026-03-06 05:59:40,75,Low
MUM-1188,Bandra,Roads,12,315194,Rainy,2026-03-06 06:05:10,16,Medium
MUM-1841,Kurla,Water,40,418639,Sunny,2026-03-06 06:07:56,65,Low
MUM-10067,Sion,Garbage,27,343178,Cloudy,2026-03-06 06:17:34,25,Low
MUM-3521,Colaba,Drainage,20,178622,Rainy,2026-03-06 06:19:25,19,Low
MUM-4721,Vile Parle,Garbage,15,335186,Sunny,2026-03-06 06:24:18,15,Low
MUM-10780,Vikhroli,Drainage,13,315691,Sunny,2026-03-06 06:28:06,15,Low
MUM-6085,Andheri,Water,61,831248,Sunny,2026-03-06 06:33:01,70,Medium
MUM-1469,Versova,Drainage,15,171884,Sunny,2026-03-06 06:42:09,14,Low
MUM-7909,Wadala,Garbage,24,280762,Sunny,2026-03-06 06:42:18,21,Medium
MUM-3019,Vikhroli,Water,26,310708,Sunny,2026-03-06 06:42:31,34,Low
MUM-2545,Kandivali,Water,70,603852,Sunny,2026-03-06 06:43:13,61,High
MUM-1363,Versova,Roads,22,178413,Sunny,2026-03-06 06:52:11,34,Low
MUM-6277,Jogeshwari,Drainage,36,414900,Cloudy,2026-03-06 06:53:02,30,Medium
MUM-2224,Churchgate,Garbage,9,117803,Sunny,2026-03-06 06:56:22,11,Low
MUM-10966,Kurla,Drainage,87,434822,Sunny,2026-03-06 06:57:47,100,High
MUM-3747,Kandivali,Garbage,47,616985,Sunny,2026-03-06 07:04:24,26,Medium
MUM-9819,Worli,Garbage,20,234998,Cloudy,2026-03-06 07:05:48,33,Low
MUM-7724,Bhayander,Garbage,28,511229,Cloudy,2026-03-06 07:09:42,32,Low
MUM-8400,Santacruz,Drainage,46,299484,Rainy,2026-03-06 07:11:11,62,High
MUM-2554,CST,Drainage,42,131321,Sunny,2026-03-06 07:14:09,43,Medium
MUM-9943,Wadala,Drainage,19,282066,Cloudy,2026-03-06 07:15:05,60,Low
MUM-6072,Churchgate,Garbage,9,117602,Cloudy,2026-03-06 07:15:43,10,Medium
MUM-7399,CST,Roads,27,131386,Cloudy,2026-03-06 07:15:50,32,Low
MUM-6609,Ghatkopar,Roads,35,465128,Sunny,2026-03-06 07:19:15,48,High
MUM-2223,Borivali,Roads,29,603329,Cloudy,2026-03-06 07:19:34,34,Low
MUM-10667,Vikhroli,Roads,21,305531,Sunny,2026-03-06 07:25:27,25,Medium
MUM-7849,Kandivali,Water,32,607907,Sunny,2026-03-06 07:25:53,30,High
MUM-8144,Powai,Water,43,301099,Rainy,2026-03-06 07:29:43,42,Low
MUM-6890,Sion,Roads,33,343525,Sunny,2026-03-06 07:31:59,37,Medium
MUM-8885,Powai,Garbage,29,319276,Sunny,2026-03-06 07:37:38,28,Medium
MUM-7871,Bhayander,Drainage,65,510052,Sunny,2026-03-06 07:40:22,101,High
MUM-3170,Wadala,Garbage,39,282960,Cloudy,2026-03-06 07:44:02,35,High
MUM-8784,Malad,Garbage,61,556427,Sunny,2026-03-06 07:48:14,73,High
MUM-8933,Matunga,Drainage,16,265992,Sunny,2026-03-06 07:51:56,27,Medium
MUM-1523,Versova,Garbage,11,171947,Sunny,2026-03-06 07:57:43,7,Low
MUM-4761,Dharavi,Garbage,87,702099,Sunny,2026-03-06 08:02:04,79,High
MUM-5571,Vile Parle,Garbage,14,329185,Sunny,2026-03-06 08:02:13,14,Medium
MUM-3762,Borivali,Roads,60,617432,Rainy,2026-03-06 08:02:43,83,Medium
MUM-6991,Sion,Garbage,39,344200,Sunny,2026-03-06 08:03:50,20,Medium
MUM-1190,Borivali,Water,68,615278,Sunny,2026-03-06 08:04:17,95,Medium
MUM-8791,Thane,Water,63,700513,Cloudy,2026-03-06 08:09:54,43,High
MUM-8154,Worli,Water,16,233998,Sunny,2026-03-06 08:11:58,8,Medium
MUM-5080,Parel,Water,25,298180,Sunny,2026-03-06 08:15:29,41,Low
MUM-6441,Dadar,Water,52,492053,Rainy,2026-03-06 08:16:06,52,Low
MUM-3940,Lower Parel,Water,18,215879,Rainy,2026-03-06 08:19:40,13,Low
MUM-7680,Andheri,Drainage,64,860800,Cloudy,2026-03-06 08:31:54,0,Low
MUM-5922,Andheri,Garbage,38,863215,Rainy,2026-03-06 08:39:54,40,Medium
MUM-8760,Hiranandani,Water,11,160472,Cloudy,2026-03-06 08:48:30,11,Medium
MUM-2675,Kurla,Roads,18,428528,Sunny,2026-03-06 08:49:39,22,High
MUM-6368,Parel,Roads,25,294003,Cloudy,2026-03-06 08:56:10,16,Low
MUM-6682,Ghatkopar,Garbage,40,455832,Sunny,2026-03-06 08:57:16,25,Low
MUM-3816,CST,Water,16,126484,Sunny,2026-03-06 08:58:30,10,High
MUM-10723,Dharavi,Water,59,681787,Sunny,2026-03-06 09:07:34,53,High
MUM-3687,Hiranandani,Roads,12,162939,Cloudy,2026-03-06 09:07:48,13,Low
MUM-10690,Juhu,Roads,16,202010,Sunny,2026-03-06 09:11:26,16,Medium
MUM-4229,Versova,Garbage,78,177320,Cloudy,2026-03-06 09:17:41,120,Medium
MUM-7180,Wadala,Water,27,275711,Sunny,2026-03-06 09:20:35,20,Medium
MUM-1002,Malad,Drainage,28,560970,Rainy,2026-03-06 09:22:58,14,High
MUM-4177,Mulund,Garbage,24,376951,Sunny,2026-03-06 09:24:00,23,Medium
MUM-9686,Santacruz,Water,9,294060,Sunny,2026-03-06 09:27:10,6,Medium
MUM-4968,Kurla,Roads,26,431954,Sunny,2026-03-06 09:29:50,31,Low
MUM-3830,Borivali,Garbage,48,600414,Sunny,2026-03-06 09:34:32,78,High
MUM-5071,Thane,Roads,78,691108,Rainy,2026-03-06 09:45:52,57,High
MUM-2476,Mulund,Garbage,25,367362,Cloudy,2026-03-06 09:46:29,30,Low
MUM-7553,Borivali,Garbage,27,587694,Sunny,2026-03-06 09:51:33,16,Low
MUM-1406,Sion,Roads,26,332697,Cloudy,2026-03-06 09:54:16,16,Low
MUM-2652,Matunga,Garbage,24,255475,Cloudy,2026-03-06 09:57:22,19,Low
MUM-4503,Kandivali,Drainage,40,628850,Sunny,2026-03-06 10:02:31,39,High
MUM-4315,Versova,Water,9,173862,Sunny,2026-03-06 10:04:51,10,Low
MUM-6010,Versova,Drainage,9,173528,Sunny,2026-03-06 10:10:25,9,High
MUM-7263,Colaba,Roads,23,175939,Sunny,2026-03-06 10:13:45,18,Low
MUM-4334,Lower Parel,Water,15,214721,Sunny,2026-03-06 10:18:19,23,Medium
MUM-4635,Colaba,Drainage,14,183665,Cloudy,2026-03-06 10:29:30,17,Low
MUM-6332,Versova,Water,9,176738,Sunny,2026-03-06 10:45:50,5,High
MUM-6128,Worli,Garbage,25,231717,Cloudy,2026-03-06 10:46:33,19,Low
MUM-8939,Dharavi,Water,72,690032,Sunny,2026-03-06 10:48:08,42,High
MUM-8292,Vikhroli,Garbage,44,309844,Cloudy,2026-03-06 10:52:33,65,Medium
MUM-10486,Powai,Drainage,14,303984,Cloudy,2026-03-06 10:54:32,23,Low
MUM-10317,Parel,Water,72,282092,Rainy,2026-03-06 10:55:24,114,Medium
MUM-7193,Kurla,Roads,62,421127,Rainy,2026-03-06 10:59:39,54,Medium
MUM-10964,Thane,Drainage,33,698825,Sunny,2026-03-06 11:04:06,25,Medium
MUM-10209,Andheri,Drainage,39,874872,Sunny,2026-03-06 11:04:09,26,Low
MUM-2644,Goregaon,Water,13,484726,Rainy,2026-03-06 11:04:47,20,Low
MUM-8321,Andheri,Drainage,81,830760,Cloudy,2026-03-06 11:14:04,78,High
MUM-7287,Dharavi,Water,60,695332,Cloudy,2026-03-06 11:14:38,81,Medium
MUM-7765,Malad,Drainage,54,552618,Cloudy,2026-03-06 11:15:33,34,Medium
MUM-8867,Lower Parel,Garbage,17,208206,Cloudy,2026-03-06 11:21:02,13,Medium
MUM-7638,Worli,Garbage,21,230159,Cloudy,2026-03-06 11:21:44,30,Low
MUM-1723,Santacruz,Water,27,302677,Sunny,2026-03-06 11:23:44,17,High
MUM-3210,Powai,Drainage,30,311841,Rainy,2026-03-06 11:25:35,53,Medium
MUM-9908,Ghatkopar,Garbage,45,466308,Rainy,2026-03-06 11:26:28,38,High
MUM-1667,Worli,Water,15,225238,Rainy,2026-03-06 11:30:39,14,Medium
MUM-9464,Vile Parle,Roads,13,327399,Rainy,2026-03-06 11:32:05,11,Medium
MUM-4464,Lower Parel,Water,20,215753,Rainy,2026-03-06 11:40:53,29,Low
MUM-9777,Colaba,Drainage,6,182265,Sunny,2026-03-06 11:54:09,3,Low
MUM-5868,Wadala,Roads,15,286964,Sunny,2026-03-06 12:00:01,17,Low
MUM-7355,Kandivali,Roads,47,613442,Cloudy,2026-03-06 12:01:27,45,Medium
MUM-6761,Dharavi,Drainage,90,694805,Rainy,2026-03-06 12:21:34,81,Medium
MUM-9324,Jogeshwari,Roads,38,407599,Sunny,2026-03-06 12:30:29,48,Low
MUM-5988,Thane,Garbage,63,718588,Cloudy,2026-03-06 12:30:35,64,High
MUM-9439,Malad,Garbage,60,536313,Sunny,2026-03-06 12:35:36,34,Low
MUM-7917,Dadar,Water,83,506143,Sunny,2026-03-06 12:36:51,45,Medium
MUM-7678,Vikhroli,Roads,44,318846,Cloudy,2026-03-06 12:37:15,35,Low
MUM-10891,Sion,Roads,51,348481,Sunny,2026-03-06 12:49:21,63,High
MUM-8070,Malad,Water,62,559419,Rainy,2026-03-06 12:49:54,69,Medium
MUM-7001,Lower Parel,Drainage,1,210327,Cloudy,2026-03-06 12:57:04,1,Low
MUM-3752,Colaba,Garbage,94,181415,Cloudy,2026-03-06 12:58:44,142,Medium
MUM-10747,Bandra,Garbage,46,314958,Sunny,2026-03-06 13:02:37,61,Medium
MUM-6038,Powai,Garbage,38,315200,Sunny,2026-03-06 13:03:13,55,Medium
MUM-9803,Santacruz,Garbage,22,301905,Sunny,2026-03-06 13:05:24,137,Medium
MUM-9079,Chembur,Garbage,20,396495,Sunny,2026-03-06 13:14:41,29,Low
MUM-5437,Dadar,Roads,42,496196,Sunny,2026-03-06 13:20:46,33,Medium
MUM-3063,Kandivali,Water,42,608770,Sunny,2026-03-06 13:21:31,166,High
MUM-1446,Mulund,Water,24,377672,Sunny,2026-03-06 13:33:17,34,Medium
MUM-9233,Santacruz,Drainage,28,290720,Cloudy,2026-03-06 13:39:07,50,Medium
MUM-10540,Matunga,Garbage,24,254950,Rainy,2026-03-06 13:45:23,13,Low
MUM-6489,Vikhroli,Water,44,316080,Sunny,2026-03-06 13:53:24,49,High
MUM-7704,Colaba,Garbage,25,179301,Sunny,2026-03-06 13:54:31,38,Low
MUM-7619,Dharavi,Garbage,73,711589,Sunny,2026-03-06 14:00:38,64,High
MUM-10381,Bandra,Water,23,328350,Cloudy,2026-03-06 14:03:19,37,Medium
MUM-9575,Matunga,Drainage,43,264248,Sunny,2026-03-06 14:08:30,43,Medium
MUM-5718,Worli,Drainage,35,224603,Cloudy,2026-03-06 14:18:00,20,Medium
MUM-9476,Vikhroli,Water,7,302595,Sunny,2026-03-06 14:18:16,3,Low
MUM-6338,Parel,Roads,29,293075,Sunny,2026-03-06 14:18:33,42,Low
MUM-3867,Matunga,Roads,29,260615,Cloudy,2026-03-06 14:30:12,16,Low
MUM-5925,Versova,Roads,11,180222,Sunny,2026-03-06 14:30:30,16,Low
MUM-10798,Hiranandani,Garbage,16,160174,Sunny,2026-03-06 14:38:53,20,Medium
MUM-9928,Bhayander,Drainage,19,526106,Cloudy,2026-03-06 14:41:56,33,Medium
MUM-3900,Colaba,Garbage,20,184538,Cloudy,2026-03-06 14:43:24,17,Medium
MUM-3464,Malad,Roads,22,552862,Cloudy,2026-03-06 14:51:32,27,Low
MUM-5501,Hiranandani,Garbage,4,161618,Sunny,2026-03-06 14:53:41,23,Low
MUM-1834,Thane,Water,94,729456,Sunny,2026-03-06 14:56:24,68,Low
MUM-1632,Versova,Water,21,177272,Rainy,2026-03-06 15:03:39,14,Low
MUM-2803,Santacruz,Water,3,301920,Rainy,2026-03-06 15:08:53,2,Medium
MUM-10106,Fort,Garbage,10,150186,Sunny,2026-03-06 15:16:22,11,Medium
MUM-6892,Santacruz,Drainage,18,302161,Sunny,2026-03-06 15:23:33,12,Low
MUM-8041,Goregaon,Garbage,25,473418,Sunny,2026-03-06 15:24:26,19,Medium
MUM-9280,Powai,Drainage,89,309864,Rainy,2026-03-06 15:27:16,61,High
MUM-1907,Santacruz,Garbage,21,295208,Sunny,2026-03-06 15:30:40,33,Low
MUM-2139,Kurla,Drainage,43,432414,Sunny,2026-03-06 15:34:14,28,High
MUM-4903,Malad,Roads,68,541929,Cloudy,2026-03-06 15:37:36,17,High
MUM-8036,Worli,Drainage,45,233908,Rainy,2026-03-06 15:39:37,59,Medium
MUM-10234,Borivali,Roads,54,602292,Sunny,2026-03-06 15:40:33,94,Medium
MUM-1162,Thane,Garbage,12,700234,Cloudy,2026-03-06 15:42:30,11,High
MUM-6057,Versova,Drainage,40,169753,Rainy,2026-03-06 15:51:38,50,Medium
MUM-5464,Thane,Water,37,701524,Cloudy,2026-03-06 15:52:30,97,High
MUM-10586,Hiranandani,Roads,90,160926,Cloudy,2026-03-06 15:53:18,58,High
MUM-1756,Goregaon,Roads,48,467233,Sunny,2026-03-06 15:53:39,66,Low
MUM-4107,Vikhroli,Drainage,21,308748,Cloudy,2026-03-06 15:58:03,19,Low
MUM-4640,Versova,Garbage,13,170544,Cloudy,2026-03-06 16:00:51,6,Low
MUM-5833,Borivali,Drainage,74,583744,Sunny,2026-03-06 16:03:58,115,Medium
MUM-3447,Kurla,Roads,55,430084,Sunny,2026-03-06 16:05:30,72,Medium
MUM-5102,Chembur,Garbage,24,379781,Sunny,2026-03-06 16:12:07,38,Medium
MUM-1753,Mulund,Garbage,37,368715,Sunny,2026-03-06 16:19:09,20,Medium
MUM-8347,Ghatkopar,Roads,12,472513,Cloudy,2026-03-06 16:22:29,10,Low
MUM-6413,Colaba,Drainage,27,182762,Cloudy,2026-03-06 16:23:47,83,Medium
MUM-2291,Juhu,Water,13,205616,Cloudy,2026-03-06 16:31:04,16,Low
MUM-3540,Chembur,Drainage,18,388654,Sunny,2026-03-06 16:50:10,28,Low
MUM-1229,Mulund,Water,50,380744,Cloudy,2026-03-06 16:58:47,50,Medium
MUM-4085,Ghatkopar,Roads,35,448222,Sunny,2026-03-06 17:20:53,41,High
